user_id,age,gender,weight,height,activity_level,goal,bmr,tdee,target_calories,calorie_category,nutrient_category,bmi
44,36,Perempuan,60.5,159.0,Rendah,Menaikkan berat badan,1258.0,1729.8,2229.8,Surplus,Tinggi,23.93101538704956
45,46,Perempuan,57.3,165.0,Sangat Rendah,Menaikkan berat badan,1213.4,1456.1,1956.1,Surplus,Sedang,21.046831955922865
46,63,Laki-laki,75.0,170.4,Sangat Rendah,Menurunkan berat badan,1505.5,1806.6,1306.6,Defisit,Rendah,25.829861799907427
47,49,Laki-laki,68.3,156.0,Rendah,Menurunkan berat badan,1418.4,1950.3,1450.3,Defisit,Rendah,28.065417488494408
48,20,Perempuan,46.2,169.7,Rendah,Menurunkan berat badan,1262.1,1735.3,1235.3,Defisit,Rendah,16.042730611648206
49,43,Laki-laki,76.7,184.2,Rendah,Mempertahankan berat badan,1708.9,2349.8,2349.8,Maintenance,Tinggi,22.605603831929844
50,42,Perempuan,60.3,166.1,Sedang,Mempertahankan berat badan,1270.0,1968.5,1968.5,Maintenance,Sedang,21.85637066084893
51,18,Perempuan,71.4,164.6,Tinggi,Menurunkan berat badan,1492.0,2573.7,2073.7,Defisit,Tinggi,26.353515056936885
52,45,Perempuan,62.0,154.0,Sangat Rendah,Mempertahankan berat badan,1196.4,1435.6,1435.6,Maintenance,Rendah,26.14268848035082
53,39,Perempuan,55.0,164.2,Sangat Rendah,Menurunkan berat badan,1220.5,1464.6,1200.0,Defisit,Rendah,20.39935256163943
54,60,Perempuan,71.6,156.4,Rendah,Menaikkan berat badan,1232.6,1694.8,2194.8,Surplus,Tinggi,29.27113244942144
55,56,Perempuan,55.3,163.1,Sedang,Mempertahankan berat badan,1131.2,1753.4,1753.4,Maintenance,Sedang,20.78821545011749
56,57,Perempuan,44.3,146.1,Sedang,Menurunkan berat badan,910.0,1410.4,1200.0,Defisit,Rendah,20.754070819635885
57,43,Laki-laki,68.0,163.7,Sedang,Menurunkan berat badan,1492.5,2313.3,1813.3,Defisit,Sedang,25.375321529579608
58,18,Laki-laki,74.8,157.1,Sedang,Mempertahankan berat badan,1644.6,2549.1,2549.1,Maintenance,Sangat Tinggi,30.307438166545854
59,18,Perempuan,85.6,161.6,Sedang,Mempertahankan berat badan,1615.1,2503.4,2503.4,Maintenance,Sangat Tinggi,32.77864915204392
60,20,Perempuan,45.8,161.6,Rendah,Menurunkan berat badan,1207.0,1659.6,1200.0,Defisit,Rendah,17.538109008920696
61,45,Laki-laki,65.8,165.2,Sangat Tinggi,Menurunkan berat badan,1470.2,2793.4,2293.4,Defisit,Tinggi,24.110477284852468
62,33,Perempuan,68.4,164.2,Rendah,Mempertahankan berat badan,1384.1,1903.2,1903.2,Maintenance,Sedang,25.3693766402934
63,54,Laki-laki,65.1,174.2,Sangat Rendah,Menaikkan berat badan,1475.1,1770.1,2270.1,Surplus,Tinggi,21.45283474001537
64,49,Laki-laki,99.0,173.3,Sedang,Menaikkan berat badan,1833.2,2841.5,3341.5,Surplus,Sangat Tinggi,32.96386062080605
65,19,Laki-laki,75.2,177.4,Tinggi,Mempertahankan berat badan,1770.4,3054.0,3054.0,Maintenance,Sangat Tinggi,23.895196684160155
66,52,Perempuan,62.7,158.1,Tinggi,Mempertahankan berat badan,1194.4,2060.3,2060.3,Maintenance,Tinggi,25.084404821486654
67,18,Laki-laki,52.8,174.7,Rendah,Menurunkan berat badan,1535.3,2111.1,1611.1,Defisit,Sedang,17.300080045635514
68,63,Perempuan,61.3,157.0,Rendah,Mempertahankan berat badan,1118.4,1537.8,1537.8,Maintenance,Sedang,24.86916304921092
69,46,Perempuan,46.5,169.0,Rendah,Mempertahankan berat badan,1130.1,1553.9,1553.9,Maintenance,Sedang,16.280942544028573
70,62,Laki-laki,75.4,174.7,Tinggi,Menurunkan berat badan,1540.9,2658.0,2158.0,Defisit,Tinggi,24.705038550017388
71,27,Laki-laki,81.2,174.9,Sangat Tinggi,Mempertahankan berat badan,1775.1,3372.7,3372.7,Maintenance,Sangat Tinggi,26.544613748083115
72,35,Laki-laki,60.0,179.3,Tinggi,Menaikkan berat badan,1550.2,2674.1,3174.1,Surplus,Sangat Tinggi,18.66339601020141
73,30,Laki-laki,63.9,172.1,Tinggi,Mempertahankan berat badan,1569.4,2707.2,2707.2,Maintenance,Sangat Tinggi,21.57441942359499
74,42,Perempuan,52.9,157.9,Sangat Rendah,Menaikkan berat badan,1145.2,1374.2,1874.2,Surplus,Sedang,21.21736326331871
75,36,Perempuan,64.7,159.1,Sedang,Mempertahankan berat badan,1300.6,2015.9,2015.9,Maintenance,Tinggi,25.56018079383522
76,64,Perempuan,40.0,156.9,Rendah,Mempertahankan berat badan,899.5,1236.7,1236.7,Maintenance,Rendah,16.24853103124146
77,53,Laki-laki,79.4,175.0,Sangat Rendah,Mempertahankan berat badan,1627.5,1953.0,1953.0,Maintenance,Sedang,25.9265306122449
78,56,Perempuan,40.0,172.4,Tinggi,Menurunkan berat badan,1036.5,1787.9,1287.9,Defisit,Rendah,13.458153218382762
79,35,Laki-laki,76.2,165.5,Sedang,Menurunkan berat badan,1626.3,2520.7,2020.7,Defisit,Tinggi,27.82011847281423
80,24,Perempuan,54.8,161.4,Tinggi,Mempertahankan berat badan,1275.9,2201.0,2201.0,Maintenance,Tinggi,21.036500631862772
81,22,Laki-laki,48.3,158.7,Tinggi,Menaikkan berat badan,1369.9,2363.1,2863.1,Surplus,Sangat Tinggi,19.17755677926632
82,42,Laki-laki,60.0,180.9,Sangat Rendah,Mempertahankan berat badan,1525.9,1831.0,1831.0,Maintenance,Sedang,18.334713020488124
83,56,Laki-laki,58.1,160.6,Sedang,Menurunkan berat badan,1310.1,2030.7,1530.7,Defisit,Sedang,22.52605034979351
84,45,Perempuan,63.9,154.2,Sedang,Mempertahankan berat badan,1216.5,1885.6,1885.6,Maintenance,Sedang,26.873987494133146
85,42,Perempuan,40.0,168.0,Tinggi,Menaikkan berat badan,1079.0,1861.3,2361.3,Surplus,Tinggi,14.172335600907031
86,62,Laki-laki,66.0,169.2,Tinggi,Menaikkan berat badan,1412.2,2436.0,2936.0,Surplus,Sangat Tinggi,23.053836996797614
87,53,Laki-laki,62.9,171.7,Rendah,Menurunkan berat badan,1442.6,1983.5,1483.5,Defisit,Rendah,21.335855192974165
88,32,Laki-laki,91.6,164.4,Tinggi,Menaikkan berat badan,1787.9,3084.2,3584.2,Surplus,Sangat Tinggi,33.89158245570414
89,33,Perempuan,49.5,158.4,Rendah,Menurunkan berat badan,1158.7,1593.2,1200.0,Defisit,Rendah,19.728535353535353
90,53,Perempuan,43.8,156.1,Rendah,Menurunkan berat badan,987.3,1357.5,1200.0,Defisit,Rendah,17.974975387005735
91,53,Perempuan,54.1,159.7,Rendah,Mempertahankan berat badan,1112.4,1529.6,1529.6,Maintenance,Sedang,21.21228399052858
92,30,Perempuan,52.2,157.2,Sangat Rendah,Menaikkan berat badan,1193.8,1432.5,1932.5,Surplus,Sedang,21.12347765281744
93,22,Laki-laki,72.1,178.3,Rendah,Mempertahankan berat badan,1730.7,2379.7,2379.7,Maintenance,Tinggi,22.67945313893382
94,18,Perempuan,40.0,169.5,Sangat Tinggi,Menaikkan berat badan,1208.2,2295.6,2795.6,Surplus,Sangat Tinggi,13.922607704423038
95,30,Laki-laki,40.0,162.8,Rendah,Menurunkan berat badan,1272.4,1749.6,1249.6,Defisit,Rendah,15.092152684290275
96,23,Perempuan,60.1,160.3,Sedang,Menaikkan berat badan,1326.7,2056.4,2556.4,Surplus,Sangat Tinggi,23.388772377431735
97,27,Laki-laki,65.3,157.2,Rendah,Menaikkan berat badan,1505.6,2070.2,2570.2,Surplus,Sangat Tinggi,26.424580282164342
98,30,Perempuan,68.5,152.1,Sedang,Menurunkan berat badan,1325.2,2054.0,1554.0,Defisit,Sedang,29.60957292621684
99,25,Laki-laki,73.6,186.4,Sedang,Mempertahankan berat badan,1781.2,2760.9,2760.9,Maintenance,Sangat Tinggi,21.182928401702
100,29,Laki-laki,100.9,184.0,Tinggi,Mempertahankan berat badan,2019.4,3483.4,3483.4,Maintenance,Sangat Tinggi,29.802693761814744
101,64,Laki-laki,79.7,180.9,Sedang,Menurunkan berat badan,1612.7,2499.7,1999.7,Defisit,Sedang,24.354610462215057
102,55,Perempuan,40.0,170.1,Sedang,Menaikkan berat badan,1027.2,1592.1,2092.1,Surplus,Tinggi,13.824561476269624
103,55,Laki-laki,62.7,180.7,Sedang,Menaikkan berat badan,1486.2,2303.6,2803.6,Surplus,Sangat Tinggi,19.20221091867726
104,22,Laki-laki,44.4,169.6,Sedang,Menaikkan berat badan,1399.2,2168.8,2668.8,Surplus,Sangat Tinggi,15.435875756496975
105,19,Laki-laki,75.6,159.0,Rendah,Mempertahankan berat badan,1660.3,2282.9,2282.9,Maintenance,Tinggi,29.903880384478455
106,40,Laki-laki,43.5,182.0,Sedang,Menurunkan berat badan,1377.9,2135.7,1635.7,Defisit,Sedang,13.132471923680715
107,21,Perempuan,72.0,158.4,Sedang,Menaikkan berat badan,1443.4,2237.2,2737.2,Surplus,Sangat Tinggi,28.69605142332415
108,36,Laki-laki,62.0,163.7,Rendah,Menurunkan berat badan,1468.3,2018.9,1518.9,Defisit,Sedang,23.136322571087288
109,18,Laki-laki,48.5,168.5,Rendah,Mempertahankan berat badan,1452.8,1997.6,1997.6,Maintenance,Sedang,17.082126284461427
110,62,Laki-laki,59.5,171.7,Tinggi,Menaikkan berat badan,1363.2,2351.6,2851.6,Surplus,Sangat Tinggi,20.18256572308367
111,34,Perempuan,62.1,160.2,Sedang,Menaikkan berat badan,1291.9,2002.5,2502.5,Surplus,Sangat Tinggi,24.197281488027613
112,31,Perempuan,62.3,171.2,Sedang,Menurunkan berat badan,1376.9,2134.2,1634.2,Defisit,Sedang,21.255950301336362
113,24,Laki-laki,70.4,177.7,Sedang,Menurunkan berat badan,1700.2,2635.3,2135.3,Defisit,Tinggi,22.294503423187997
114,55,Laki-laki,56.9,168.2,Sedang,Menurunkan berat badan,1350.5,2093.2,1593.2,Defisit,Sedang,20.112232620415366
115,56,Laki-laki,46.6,171.7,Rendah,Mempertahankan berat badan,1263.8,1737.7,1737.7,Maintenance,Sedang,15.806849793205025
116,27,Laki-laki,65.5,187.4,Sedang,Mempertahankan berat badan,1696.4,2629.5,2629.5,Maintenance,Sangat Tinggi,18.65100020615762
117,64,Perempuan,77.8,173.9,Rendah,Menurunkan berat badan,1383.4,1902.2,1402.2,Defisit,Rendah,25.7264838278627
118,43,Perempuan,40.0,166.6,Sangat Tinggi,Mempertahankan berat badan,1065.2,2023.8,2023.8,Maintenance,Tinggi,14.411526915688244
119,50,Laki-laki,60.2,166.1,Rendah,Menurunkan berat badan,1395.5,1918.9,1418.9,Defisit,Rendah,21.820124606685006
120,48,Perempuan,40.0,164.8,Sangat Tinggi,Menurunkan berat badan,1029.0,1955.0,1455.0,Defisit,Rendah,14.728061080214909
121,19,Perempuan,53.1,165.3,Rendah,Mempertahankan berat badan,1307.8,1798.3,1798.3,Maintenance,Sedang,19.433401075754034
122,19,Laki-laki,43.8,190.9,Tinggi,Menurunkan berat badan,1541.4,2658.9,2158.9,Defisit,Tinggi,12.018831698214269
123,43,Perempuan,49.1,164.5,Sedang,Mempertahankan berat badan,1142.8,1771.3,1771.3,Maintenance,Sedang,18.144695632893267
124,18,Perempuan,57.4,161.0,Sedang,Menaikkan berat badan,1329.4,2060.6,2560.6,Surplus,Sangat Tinggi,22.144207399405882
125,30,Laki-laki,44.1,179.9,Sedang,Mempertahankan berat badan,1420.1,2201.2,2201.2,Maintenance,Tinggi,13.626247180123844
126,27,Perempuan,67.5,152.9,Sangat Rendah,Menurunkan berat badan,1334.9,1601.9,1200.0,Defisit,Rendah,28.872793316568572
127,26,Laki-laki,68.9,161.8,Sedang,Mempertahankan berat badan,1575.6,2442.1,2442.1,Maintenance,Tinggi,26.318563869692166
128,48,Laki-laki,76.8,175.2,Sedang,Menaikkan berat badan,1627.4,2522.5,3022.5,Surplus,Sangat Tinggi,25.02032901732658
129,28,Laki-laki,62.4,160.1,Tinggi,Mempertahankan berat badan,1489.1,2568.8,2568.8,Maintenance,Sangat Tinggi,24.344559790667997
130,46,Perempuan,66.4,164.9,Sedang,Menaikkan berat badan,1303.3,2020.1,2520.1,Surplus,Sangat Tinggi,24.418937768851954
131,54,Laki-laki,79.8,159.7,Tinggi,Menurunkan berat badan,1531.0,2640.9,2140.9,Defisit,Tinggi,31.289099120964522
132,59,Laki-laki,62.5,185.3,Sedang,Menaikkan berat badan,1492.7,2313.7,2813.7,Surplus,Sangat Tinggi,18.20242199970934
133,55,Laki-laki,70.3,183.4,Rendah,Menaikkan berat badan,1579.1,2171.2,2671.2,Surplus,Sangat Tinggi,20.900499352471012
134,19,Perempuan,40.0,170.0,Rendah,Mempertahankan berat badan,1206.7,1659.2,1659.2,Maintenance,Sedang,13.84083044982699
135,59,Perempuan,80.5,159.8,Sedang,Menaikkan berat badan,1347.3,2088.3,2588.3,Surplus,Sangat Tinggi,31.524073427203273
136,50,Laki-laki,82.5,163.2,Sangat Rendah,Mempertahankan berat badan,1599.2,1919.1,1919.1,Maintenance,Sedang,30.975165801614768
137,27,Laki-laki,64.8,176.6,Tinggi,Menurunkan berat badan,1621.8,2797.7,2297.7,Defisit,Tinggi,20.77751513744583
138,53,Laki-laki,66.0,162.2,Sedang,Menurunkan berat badan,1413.1,2190.3,1690.3,Defisit,Sedang,25.086624875897233
139,64,Perempuan,71.6,166.8,Sedang,Mempertahankan berat badan,1277.3,1979.7,1979.7,Maintenance,Sedang,25.73480783718348
140,53,Perempuan,50.7,151.3,Rendah,Menaikkan berat badan,1026.7,1411.7,1911.7,Surplus,Sedang,22.147775022289746
141,55,Perempuan,49.3,143.7,Tinggi,Menurunkan berat badan,955.4,1648.1,1200.0,Defisit,Rendah,23.874450415478396
142,30,Perempuan,89.3,160.9,Sangat Rendah,Menaikkan berat badan,1588.1,1905.8,2405.8,Surplus,Tinggi,34.49366734121808
143,29,Perempuan,81.4,164.1,Tinggi,Mempertahankan berat badan,1533.7,2645.6,2645.6,Maintenance,Sangat Tinggi,30.227848909773588
144,59,Laki-laki,98.2,180.8,Sedang,Mempertahankan berat badan,1822.1,2824.2,2824.2,Maintenance,Sangat Tinggi,30.0410173075417
145,57,Laki-laki,68.6,176.2,Rendah,Menaikkan berat badan,1508.0,2073.5,2573.5,Surplus,Sangat Tinggi,22.095931127691294
146,63,Perempuan,60.7,167.7,Sedang,Menurunkan berat badan,1178.6,1826.8,1326.8,Defisit,Rendah,21.583534501119896
147,26,Laki-laki,86.1,165.3,Sangat Rendah,Menurunkan berat badan,1769.0,2122.8,1622.8,Defisit,Sedang,31.510655981589867
148,42,Perempuan,57.2,164.4,Rendah,Mempertahankan berat badan,1228.9,1689.7,1689.7,Maintenance,Sedang,21.163739262732282
149,34,Perempuan,56.9,149.5,Rendah,Menurunkan berat badan,1172.1,1611.6,1200.0,Defisit,Rendah,25.45832820661961
150,24,Perempuan,69.7,158.9,Rendah,Mempertahankan berat badan,1408.7,1936.9,1936.9,Maintenance,Sedang,27.604824071723435
151,39,Perempuan,56.8,152.3,Sangat Rendah,Menaikkan berat badan,1163.3,1396.0,1896.0,Surplus,Sedang,24.487730052092463
152,24,Laki-laki,56.9,157.1,Sedang,Mempertahankan berat badan,1436.3,2226.2,2226.2,Maintenance,Tinggi,23.054722348615766
153,49,Perempuan,90.8,152.3,Sangat Rendah,Mempertahankan berat badan,1454.0,1744.7,1744.7,Maintenance,Sedang,39.14587832271119
154,64,Perempuan,40.0,167.6,Sedang,Mempertahankan berat badan,966.8,1498.5,1498.5,Maintenance,Rendah,14.240064706854028
155,21,Laki-laki,61.5,168.2,Sedang,Menurunkan berat badan,1566.3,2427.7,1927.7,Defisit,Sedang,21.738177612575484
156,36,Perempuan,77.0,160.9,Sangat Tinggi,Menaikkan berat badan,1434.3,2725.1,3225.1,Surplus,Sangat Tinggi,29.74257990228211
157,24,Laki-laki,88.3,152.6,Rendah,Menurunkan berat badan,1722.1,2367.9,1867.9,Defisit,Sedang,37.91854255379451
158,25,Perempuan,69.8,146.8,Tinggi,Mempertahankan berat badan,1329.2,2292.9,2292.9,Maintenance,Tinggi,32.389430465739586
159,25,Perempuan,75.0,162.9,Sangat Tinggi,Menaikkan berat badan,1482.4,2816.5,3316.5,Surplus,Sangat Tinggi,28.263054422207073
160,38,Perempuan,67.1,157.8,Sangat Rendah,Menurunkan berat badan,1306.6,1568.0,1200.0,Defisit,Rendah,26.946882113213846
161,40,Laki-laki,45.0,184.1,Tinggi,Menaikkan berat badan,1405.3,2424.1,2924.1,Surplus,Sangat Tinggi,13.27715229277242
162,37,Laki-laki,59.4,158.7,Sedang,Menurunkan berat badan,1406.4,2180.0,1680.0,Defisit,Sedang,23.58482138071262
163,22,Laki-laki,88.7,152.6,Sedang,Menurunkan berat badan,1736.0,2690.8,2190.8,Defisit,Tinggi,38.09031398099177
164,39,Perempuan,71.7,159.8,Sedang,Mempertahankan berat badan,1359.3,2106.9,2106.9,Maintenance,Tinggi,28.07796353702453
165,34,Perempuan,70.4,167.4,Sedang,Menurunkan berat badan,1419.6,2200.4,1700.4,Defisit,Sedang,25.122436191153188
166,39,Laki-laki,54.3,168.2,Tinggi,Mempertahankan berat badan,1404.7,2423.1,2423.1,Maintenance,Tinggi,19.193220233542256
167,54,Laki-laki,71.8,180.5,Tinggi,Mempertahankan berat badan,1581.2,2727.6,2727.6,Maintenance,Sangat Tinggi,22.037891053629114
168,51,Laki-laki,69.0,149.4,Sedang,Menurunkan berat badan,1373.2,2128.5,1628.5,Defisit,Sedang,30.9134798901093
169,39,Laki-laki,56.5,162.7,Sedang,Menurunkan berat badan,1392.2,2157.9,1657.9,Defisit,Sedang,21.34387859450749
170,62,Laki-laki,111.4,168.3,Tinggi,Mempertahankan berat badan,1860.8,3209.9,3209.9,Maintenance,Sangat Tinggi,39.32936721025218
171,63,Perempuan,64.5,159.2,Rendah,Menurunkan berat badan,1163.4,1599.7,1200.0,Defisit,Rendah,25.449167950304293
172,43,Laki-laki,47.1,163.6,Rendah,Mempertahankan berat badan,1284.0,1765.5,1765.5,Maintenance,Sedang,17.59763511695889
173,56,Perempuan,48.6,178.4,Sedang,Menaikkan berat badan,1160.2,1798.4,2298.4,Surplus,Tinggi,15.270264835407911
174,22,Perempuan,67.3,149.4,Sangat Rendah,Mempertahankan berat badan,1335.4,1602.5,1602.5,Maintenance,Sedang,30.151843429048636
175,62,Laki-laki,87.2,164.4,Rendah,Menurunkan berat badan,1594.7,2192.8,1692.8,Defisit,Sedang,32.263602512417044
176,34,Laki-laki,99.6,169.6,Sedang,Menurunkan berat badan,1891.4,2931.7,2431.7,Defisit,Tinggi,34.62642399430402
177,20,Perempuan,67.6,166.8,Rendah,Mempertahankan berat badan,1457.4,2004.0,2004.0,Maintenance,Tinggi,24.297109075329658
178,36,Laki-laki,50.2,168.2,Sedang,Menaikkan berat badan,1378.3,2136.3,2636.3,Surplus,Sangat Tinggi,17.744008392703893
179,25,Laki-laki,78.4,178.6,Sedang,Menaikkan berat badan,1780.5,2759.8,3259.8,Surplus,Sangat Tinggi,24.57837429102049
180,42,Perempuan,41.7,159.6,Sangat Tinggi,Menaikkan berat badan,1043.3,1982.2,2482.2,Surplus,Tinggi,16.370814253679313
181,64,Perempuan,65.2,161.5,Rendah,Mempertahankan berat badan,1179.6,1622.0,1622.0,Maintenance,Sedang,24.997843360906366
182,24,Perempuan,64.3,155.9,Rendah,Menurunkan berat badan,1336.2,1837.3,1337.3,Defisit,Rendah,26.45566865159612
183,40,Laki-laki,86.9,169.4,Tinggi,Menurunkan berat badan,1732.8,2989.1,2489.1,Defisit,Tinggi,30.28258636286972
184,59,Laki-laki,71.4,166.3,Rendah,Menurunkan berat badan,1463.8,2012.7,1512.7,Defisit,Sedang,25.817471919883396
185,51,Laki-laki,54.4,180.2,Sedang,Menurunkan berat badan,1420.0,2201.0,1701.0,Defisit,Sedang,16.75287416497393
186,32,Perempuan,77.4,161.4,Rendah,Mempertahankan berat badan,1461.2,2009.2,2009.2,Maintenance,Tinggi,29.712137753762384
187,33,Laki-laki,49.8,174.7,Sangat Rendah,Menaikkan berat badan,1429.4,1715.2,2215.2,Surplus,Tinggi,16.317120952133497
188,47,Laki-laki,71.2,178.5,Tinggi,Mempertahankan berat badan,1598.1,2756.8,2756.8,Maintenance,Sangat Tinggi,22.34619337931251
189,56,Perempuan,74.7,155.2,Sedang,Mempertahankan berat badan,1275.9,1977.6,1977.6,Maintenance,Sedang,31.012527898820288
190,33,Perempuan,51.9,149.4,Sangat Rendah,Menurunkan berat badan,1126.1,1351.3,1200.0,Defisit,Rendah,23.252313134734386
191,37,Laki-laki,42.1,167.6,Tinggi,Mempertahankan berat badan,1288.3,2222.3,2222.3,Maintenance,Tinggi,14.987668103963866
192,54,Laki-laki,76.9,168.0,Sangat Rendah,Menurunkan berat badan,1554.0,1864.8,1364.8,Defisit,Rendah,27.24631519274377
193,41,Perempuan,71.8,158.5,Tinggi,Mempertahankan berat badan,1342.8,2316.3,2316.3,Maintenance,Tinggi,28.5802426136194
194,30,Perempuan,74.0,171.3,Sedang,Menurunkan berat badan,1500.0,2325.0,1825.0,Defisit,Sedang,25.21836892360845
195,51,Laki-laki,60.7,165.6,Sedang,Menurunkan berat badan,1391.3,2156.4,1656.4,Defisit,Sedang,22.13441387196901
196,22,Perempuan,55.5,151.8,Sedang,Mempertahankan berat badan,1232.8,1910.9,1910.9,Maintenance,Sedang,24.08515469178813
